Token	Eval-Annotation	Eval-ClassSubclassOf	Eval-IndividualClasses	Pred-Annotation	Pred-ClassSubclassOf	Pred-IndividualClasses
Porcuna	B-INDIVIDUAL		municipality,village	B-INDIVIDUAL		municipality,village
is	O			O		
a	O			O		
village	B-CLASS	location		B-CLASS	location	
and	O			O		
municipality	B-CLASS	location		B-CLASS	location	
in	O			O		
the	O			O		
province	O			O		
of	O			O		
Jaén	O			O		
in	O			O		
Andalusia	O			O
,	O			O		
Spain	O			O
,	O			O		
42	O			O		
km	O			O		
from	O			O		
Jaén	O			O		
and	O			O		
50	O			O		
km	O			O		
from	O			O		
Córdoba	O			O		
.	O			O		
The	O			O		
primary	O			O		
occupation	O			O		
of	O			O		
the	O			O		
6,990	O			O		
inhabitants	O			O		
is	O			O		
olive	O			O
growing	O			O	
.	O			O		
The	O			O		
main	O			O		
tourist	O			O
attractions	O			O	
are	O			O		
the	O			O		
tower	O			O		
of	O			O		
Boabdil	O			O		
,	O			O		
the	O			O		
Casa	O			O		
Piedra	O			O		
,	O			O		
the	O			O		
Paseo	O			O		
de	O			O		
Jesús	O			O		
and	O			O		
the	O			O		
various	O			O		
hermitages	O			O
.	O			O		
